Time,Team 1,Team 1 Score,Team 2,Team 2 Score,Match Info
5:00 PM,-,-,-,-,Women's Final
,-,-,-,-,Men's 3/4th Place
5:20 PM,Green Machine,1,Raging Cocks,0,Men's Final
